box,title,address,type,types,kosher,phone,image-src
פלורנטין 10,"פלורנטין 10, פלורנטין, תל אביב","פלורנטין 10, תל אביב",בית קפה,"ארוחת בוקר , סושי וקפה",₪,053-9444199,https://images.rest.co.il/Rests/staticmaps/80134626/s1w566h250lon34.767995lat32.056153.png
בורגר ראנץ' תל אביב,"בורגר ראנץ' תל אביב, תל אביב  רכבת מרכז סבידור",תל אביב,null,null,null,053-9381239,https://images.rest.co.il/Rests/staticmaps/80275263/s1w566h250lon34.797048lat32.083347.png
טאג'ין,"טאג'ין, קניון עזריאלי, תל אביב  קניון עזריאלי","דרך מנחם בגין 132, קניון עזריאלי, תל אביב",null,null,null,03-6952955,https://images.rest.co.il/Rests/staticmaps/80145985/s1w566h250lon34.791061lat32.074354.png
"צ'י'צ'ו-בר אוכל מרוקאי, שרונה מרקט","צ'י'צ'ו-בר אוכל מרוקאי, שרונה מרקט, מתחם שרונה, תל אביב","אלוף קלמן מגן 3, מתחם שרונה, תל אביב",null,null,₪,053-9385880,https://images.rest.co.il/Rests/staticmaps/80255408/s1w566h250lon34.787057lat32.071492.png
קנאפנג'י - kanafanji,"קנאפנג'י - kanafanji, פלורנטין, תל אביב","מעון 1, פלורנטין, תל אביב",בית קפה,null,null,053-9387106,https://images.rest.co.il/Rests/staticmaps/80311511/s1w566h250lon34.766799lat32.055818.png
אוזן בר,"אוזן בר, תל אביב","קינג ג'ורג' 48, תל אביב",פאב-בר,null,₪,053-9439807,https://images.rest.co.il/Rests/staticmaps/80170938/s1w566h250lon34.775745lat32.074452.png
פונדקי איילון,"פונדקי איילון, תל אביב","יגאל אלון 108, תל אביב",מסעדת בשרים,null,₪₪,053-9439542,https://images.rest.co.il/Rests/staticmaps/12752700/s1w566h250lon34.794454lat32.071701.png
טוסט השעון,"טוסט השעון, יפו, תל אביב","דוד רזיאל 26, יפו, תל אביב",סנדוויץ' בר,null,null,053-9367897,https://images.rest.co.il/Rests/staticmaps/80170252/s1w566h250lon34.756162lat32.055089.png
קפה גרג,"קפה גרג , מתחם התחנה, תל אביב  מתחם התחנה נווה צדק","יחזקאל קויפמן 2, מתחם התחנה, תל אביב",בית קפה,null,₪,053-9443860,https://images.rest.co.il/Rests/staticmaps/80090216/s1w566h250lon34.761933lat32.058772.png
תכל'ס בר,"תכל'ס בר, תל אביב","בר יוחאי 7, תל אביב",פאב-בר,null,null,053-7933521,https://images.rest.co.il/Rests/staticmaps/80187574/s1w566h250lon34.771506lat32.053557.png
ביר גרדן,"ביר גרדן, דיזנגוף, תל אביב  דיזינגוף","ריינס 2, דיזנגוף, תל אביב",פאב-בר,null,null,053-9367169,https://images.rest.co.il/Rests/staticmaps/80070503/s1w566h250lon34.774635lat32.078287.png
מסעדת באבא יאגה תל אביב - Baba Yaga,"מסעדת באבא יאגה תל אביב - Baba Yaga, תל אביב","הירקון 12, תל אביב",מסעדת קונספט,"אוכל צרפתי , אוכל רוסי , בשרים , אוכל גורמה , פירות ים",₪₪,053-9444039,https://images.rest.co.il/Rests/staticmaps/66277720/s1w566h250lon34.764628lat32.069432.png
מאפיית אביטל,"מאפיית אביטל, תל אביב",תל אביב,קונדיטוריה-מאפיה,null,null,052-9127981,https://images.rest.co.il/Rests/staticmaps/80122359/s1w566h250lon34.778934lat32.066236.png
נחמה וחצי,"נחמה וחצי, תל אביב  פינת אחד העם","אחד העם 144, תל אביב",בית קפה,null,null,053-9440169,https://images.rest.co.il/Rests/staticmaps/80022006/s1w566h250lon34.778513lat32.072231.png
דגי בטשון,"דגי בטשון, תל אביב","קרליבך 29, תל אביב",מסעדת דגים,null,null,053-9416080,https://images.rest.co.il/Rests/staticmaps/80316964/s1w566h250lon34.782786lat32.069182.png
טאפלה,"טאפלה, תל אביב","שלמה המלך 2, תל אביב",פאב-בר,null,null,053-7933730,https://images.rest.co.il/Rests/staticmaps/80136164/s1w566h250lon34.776902lat32.076366.png
יוסף דדון - YOSEF DADON,"יוסף דדון  - YOSEF DADON, מעוז אביב, תל אביב","קהילת לודג' 32, מעוז אביב, תל אביב",קייטרינג,null,כשר,053-9369288,https://images.rest.co.il/Rests/staticmaps/80200486/s1w566h250lon34.816411lat32.107295.png
בנדורה,"בנדורה, תל אביב","יגאל אלון 88, תל אביב",מסעדת בשרים,null,כשר,053-9385167,https://images.rest.co.il/Rests/staticmaps/80237026/s1w566h250lon34.792971lat32.066936.png
בר 51,"בר 51, תל אביב","הירקון 59, תל אביב",פאב-בר,null,null,053-9380760,https://images.rest.co.il/Rests/staticmaps/80315367/s1w566h250lon34.766497lat32.075303.png
גורמה סבזי,"גורמה סבזי, פלורנטין, תל אביב","לוינסקי 47, פלורנטין, תל אביב",מסעדה פרסית,null,null,053-4274298,https://images.rest.co.il/Rests/staticmaps/80240404/s1w566h250lon34.772365lat32.059743.png
הפיצה - ברוקלין,"הפיצה - ברוקלין, דיזנגוף, תל אביב","דיזנגוף 276, תל אביב",פיצריה,null,null,053-9385771,https://images.rest.co.il/Rests/staticmaps/80253672/s1w566h250lon34.776286lat32.092124.png
יוגורט שופ- יוגורטריה,"יוגורט שופ- יוגורטריה, תל אביב","בן יהודה 221, תל אביב",null,null,null,03-5442028,https://images.rest.co.il/Rests/staticmaps/80061157/s1w566h250lon34.775294lat32.094622.png
וושינגטון 32,"וושינגטון 32, פלורנטין, תל אביב  פינת סלמה","שד' ושינגטון 32, פלורנטין, תל אביב",מסעדה צמחונית,null,null,050-2225576,https://images.rest.co.il/Rests/staticmaps/80187541/s1w566h250lon34.769506lat32.054858.png
Old Fashion,"Old Fashion, תל אביב","אלנבי 101, תל אביב",פאב-בר,null,null,053-9387764,https://images.rest.co.il/Rests/staticmaps/80232318/s1w566h250lon34.772725lat32.064317.png
עונות,"עונות, תל אביב",תל אביב,קייטרינג,null,כשר,053-9385185,https://images.rest.co.il/Rests/staticmaps/80237328/s1w566h250lon34.778934lat32.066236.png
פלאפל לופ,"פלאפל לופ, נחלת בנימין, תל אביב","נחלת בנימין 61, תל אביב",חומוס,null,null,053-9367781,https://images.rest.co.il/Rests/staticmaps/80171445/s1w566h250lon34.771532lat32.063759.png
בפיתה,"בפיתה, תל אביב","יפת 252, תל אביב",null,null,null,050-6671844,https://images.rest.co.il/Rests/staticmaps/80327945/s1w566h250lon34.778934lat32.066236.png
פאסטל - PASTEL,"פאסטל - PASTEL, תל אביב  מתחם מוזיאון ת""א","שד' שאול המלך 27, תל אביב",מסעדה ים תיכונית,null,₪₪₪,053-7103046,https://images.rest.co.il/Rests/staticmaps/80159761/s1w566h250lon34.787408lat32.076591.png
ספייס האוס,"ספייס האוס, דיזנגוף, תל אביב","דיזנגוף 117, תל אביב",פאב-בר,null,null,053-9384402,https://images.rest.co.il/Rests/staticmaps/80198994/s1w566h250lon34.773758lat32.080762.png
So-Bing סו-בינג,"So-Bing סו-בינג, תל אביב","בוגרשוב 106, תל אביב",בית קפה,null,null,053-9386315,https://images.rest.co.il/Rests/staticmaps/80298704/s1w566h250lon34.775099lat32.074088.png
ערוסה ישראלית,"ערוסה ישראלית, אבן גבירול, תל אביב","אבן גבירול 3, תל אביב",אוכל רחוב,null,null,053-9384383,https://images.rest.co.il/Rests/staticmaps/80293389/s1w566h250lon34.781747lat32.071399.png
מא פאו - Ma Pau,"מא פאו - Ma Pau, נחלת בנימין, תל אביב","נחלת בנימין 59, תל אביב",מסעדה הודית,אוכל הודי,null,053-4274881,https://images.rest.co.il/Rests/staticmaps/80241025/s1w566h250lon34.771468lat32.063917.png
זה סושי - zesushi,"זה סושי - zesushi, מתחם שרונה, תל אביב  מתחם שרונה מרקט","אלוף קלמן מגן 3, מתחם שרונה, תל אביב",מסעדה אסייאתית,null,₪,053-9380583,https://images.rest.co.il/Rests/staticmaps/80221414/s1w566h250lon34.787057lat32.071492.png
קפה לואיז,"קפה לואיז, רמת החייל, תל אביב  רמת החייל","הרוגי מלכות 11, רמת החייל, תל אביב",בית קפה,null,null,053-9439986,https://images.rest.co.il/Rests/staticmaps/80073540/s1w566h250lon34.833412lat32.109278.png
אבא אבן,"אבא אבן, תל אביב","דרך שלמה 50, תל אביב",פאב-בר,null,null,052-7703686,https://images.rest.co.il/Rests/staticmaps/80187996/s1w566h250lon34.768527lat32.054847.png
יוסף בית לאירועי בוטיק,"יוסף בית לאירועי בוטיק, נמל תל-אביב  האנגר 4","יורדי הסירה 1, נמל תל-אביב",מסעדת בשרים,null,"כשר בד""ץ",053-9419588,https://images.rest.co.il/Rests/staticmaps/80168127/s1w566h250lon34.77402lat32.096466.png
"ד""ר חכים","ד""ר חכים, תל אביב","יגיע כפיים 1, תל אביב",מסעדת בשרים,null,כשר,053-9386382,https://images.rest.co.il/Rests/staticmaps/80292449/s1w566h250lon34.782172lat32.061347.png
מבסוטה,"מבסוטה, פלורנטין, תל אביב","לוינסקי 39, פלורנטין, תל אביב",חומוס,null,null,053-9427683,https://images.rest.co.il/Rests/staticmaps/80279997/s1w566h250lon34.771628lat32.059866.png
סטאר דאסט,"סטאר דאסט, תל אביב","אלנבי 35, תל אביב",null,null,null,03-6290875,https://images.rest.co.il/Rests/staticmaps/80016605/s1w566h250lon34.769644lat32.071559.png
קפטן בורגר,"קפטן בורגר, תל אביב","יגאל אלון 94, תל אביב",מסעדת המבורגרים,null,כשר,053-8007367,https://images.rest.co.il/Rests/staticmaps/80311030/s1w566h250lon34.793477lat32.068706.png
Natashka - נטשקה,"Natashka - נטשקה, פלורנטין, תל אביב","זבולון 30, פלורנטין, תל אביב",מסעדה מזרח אירופאית,null,null,053-9348285,https://images.rest.co.il/Rests/staticmaps/80311845/s1w566h250lon34.772475lat32.058498.png
פיצה אוליב - PIZZA OLIVE,"פיצה אוליב   - PIZZA OLIVE, יפו, תל אביב","יפת 97, יפו, תל אביב",פיצריה,null,₪,053-8093310,https://images.rest.co.il/Rests/staticmaps/80301342/s1w566h250lon34.751763lat32.042154.png
רולדין,"רולדין, תל אביב","יהודה המכבי 59, תל אביב",קונדיטוריה-מאפיה,null,null,03-9522212,https://images.rest.co.il/Rests/staticmaps/80328455/s1w566h250lon34.778934lat32.066236.png
I LOVE SANDWICH,"I LOVE SANDWICH, תל אביב","ברנר 2, תל אביב",null,null,null,058-6008786,https://images.rest.co.il/Rests/staticmaps/80329763/s1w566h250lon34.778934lat32.066236.png
בליקמח,"בליקמח, תל אביב","הברזל 32, תל אביב",null,null,null,03-7448666,https://images.rest.co.il/Rests/staticmaps/80324261/s1w566h250lon34.778934lat32.066236.png
מורפיום,"מורפיום, אבן גבירול, תל אביב","שד' שאול המלך 2, אבן גבירול, תל אביב",פאב-בר,null,null,053-9367524,https://images.rest.co.il/Rests/staticmaps/80158984/s1w566h250lon34.782199lat32.075433.png
שומשום בר בריאות,"שומשום בר בריאות, רמת החייל, תל אביב","הברזל 5, רמת החייל, תל אביב",סנדוויץ' בר,null,₪,053-9426633,https://images.rest.co.il/Rests/staticmaps/80267364/s1w566h250lon34.835425lat32.106706.png
פורטונה דל מר - Fortuna Del Mar,"פורטונה דל מר - Fortuna Del Mar, תל אביב  במרינה","אליעזר פרי 14, תל אביב",מסעדת דגים,null,₪₪₪,053-9444036,https://images.rest.co.il/Rests/staticmaps/72640620/s1w566h250lon34.76956lat32.085531.png
לה-קוקט,"לה-קוקט, נחלת בנימין, תל אביב","נחלת בנימין 13, תל אביב",בית קפה,null,כשר,053-9374773,https://images.rest.co.il/Rests/staticmaps/22531850/s1w566h250lon34.770183lat32.068192.png
FISHOP,"FISHOP, תל אביב",תל אביב,בית קפה,null,null,03-6511161,
אילקה,"אילקה, דיזנגוף, תל אביב","דיזנגוף 148, תל אביב",פאב-בר,טאפאס,₪,053-4294593,https://images.rest.co.il/Rests/staticmaps/80054171/s1w566h250lon34.774059lat32.082975.png
הסיציליאנית,"הסיציליאנית, תל אביב","אבן גבירול 63, תל אביב",גלידריה,null,null,03-6962952,https://images.rest.co.il/Rests/staticmaps/80328340/s1w566h250lon34.778934lat32.066236.png
פנה פסטה בר,"פנה פסטה בר, תל אביב","בוגרשוב 21, תל אביב",מסעדה איטלקית,null,כשר,053-9439175,https://images.rest.co.il/Rests/staticmaps/39700430/s1w566h250lon34.769643lat32.077075.png
מקדונלד'ס,"מקדונלד'ס, מרכז שוסטר, תל אביב  מרכז שוסטר","אבא אחימאיר 29, מרכז שוסטר, תל אביב",מסעדת המבורגרים,null,₪,053-9439925,https://images.rest.co.il/Rests/staticmaps/61541400/s1w566h250lon34.803989lat32.124609.png
קאימאק - Kaymak,"קאימאק - Kaymak, פלורנטין, תל אביב","זבולון 13, פלורנטין, תל אביב",מסעדה טבעונית,null,null,053-9370904,https://images.rest.co.il/Rests/staticmaps/80208160/s1w566h250lon34.772897lat32.059595.png
סברס,"סברס, תל אביב  מלון רנסנס","הירקון 121, תל אביב",מסעדה מזרחית,null,כשר,053-9414925,https://images.rest.co.il/Rests/staticmaps/61047720/s1w566h250lon34.76861lat32.082445.png
בית קנדינוף,"בית קנדינוף, יפו, תל אביב","הצורפים 14, יפו, תל אביב",פאב-בר,null,null,053-5495336,https://images.rest.co.il/Rests/staticmaps/80267461/s1w566h250lon34.753789lat32.053631.png
בורגראנץ',"בורגראנץ', יד אליהו, תל אביב  היכל מנורה מבטחים","יגאל אלון 51, יד אליהו, תל אביב",אוכל רחוב,null,כשר,053-9380878,https://images.rest.co.il/Rests/staticmaps/80302443/s1w566h250lon34.791914lat32.061511.png
SURAMARE,"SURAMARE, תל אביב",תל אביב,פאב-בר,null,null,054-5512555,
לובר קפה,"לובר קפה, תל אביב","נחלת בנימין 47, תל אביב",בית קפה,null,null,03-5606040,https://images.rest.co.il/Rests/staticmaps/74035380/s1w566h250lon34.778934lat32.066236.png
פיצה המשולש,"פיצה המשולש, תל אביב","לה גווארדיה 76, תל אביב",פיצריה,null,null,03-5588788,https://images.rest.co.il/Rests/staticmaps/80137033/s1w566h250lon34.801002lat32.059129.png
זכאים,"זכאים, תל אביב","סמ' בית השואבה 20, תל אביב",מסעדה טבעונית,null,כשר,053-7102636,https://images.rest.co.il/Rests/staticmaps/80268363/s1w566h250lon34.77193lat32.065807.png
zizo cafe,"zizo cafe, יפו, תל אביב","דרך שלמה 3, יפו, תל אביב",בית קפה,null,₪,053-9427958,https://images.rest.co.il/Rests/staticmaps/80301681/s1w566h250lon34.760137lat32.055019.png
